1,6.87186,4.32886,5.9166,7.83387,11.483,7.56983,2.45851,13.7868,8.52174,4.87401,7.7414,6.43168,4.8036,7.80432,1.49787,0.69594,8.40609,8.28288,6.43128,7.46869,11.4019,5.85206,10.9272,4.93516,5.92103,8.2694,0.136419,2.39589,17.8924,8.18772,14.374,7.06586,5.90884,12.0353,3.43872,6.15021,3.2669,9.87777,9.11605,0.101209,8.601,11.8141,9.78262,11.6306,11.2143,1.29776,0.0964422,5.35391,5.69951,1.11027,7.03807,0.355237,1.1212,10.5722,12.5935,1.72004,0.733213,3.09377,0.992224,0.492085,8.62504,1.46465,1.8581,7.93132,0.884734,8.40261,13.5121,6.68466,6.6028,12.5721,13.2271,3.97117,0.460114,4.78611,11.4666,3.10118,3.04925,7.96955,5.5345,6.77091,5.20014,8.25349,2.24675,12.9617,2.91035,10.2767,1.42704,5.87346,9.38279,4.85939,1.75601,14.3427,5.92027,3.63941,3.75501,8.58329,11.9715,3.42198,1.66447,8.64548
85,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
86,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
87,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
88,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
89,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
90,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
91,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
92,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
93,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
94,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
95,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
96,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
97,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
98,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
99,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
100,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
101,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
102,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
103,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
104,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
105,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
106,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
107,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
108,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
109,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
110,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
111,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,8.88178e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,8.88178e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
112,4.44089e-16,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,2.22045e-16,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,0,0,4.44089e-16,0,0,4.44089e-16,0,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,6.66134e-16,0,4.44089e-16,4.44089e-16,4.44089e-16,0,0,4.44089e-16,0,0,0,0,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16,4.44089e-16,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,0,0,2.22045e-16,0,0,4.44089e-16,4.44089e-16,0,4.44089e-16,0,0,4.44089e-16,0,0,4.44089e-16
